hourly_wage,education,gender,hours_cat,experience,depression_score,hh_income,year_born,region,full_time_status,job_role,months_per_year,race,hispanic_latino,country_of_birth,works_public_school,urban_density,college_for_pd,workshop_for_pd,enrolled_in_college,interaction_quality_total,self_rated_health
16.5,"Bachelor's degree (BA, BS, AB)",Female,Over 40 hours,>10 to <=15 years,6.0,"$60,001 or more",1992,West,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
11.55,High school graduate,Female,40 hours,>20 to <=25 years,2.0,"$45,001 to $60,000",1979,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
10.15,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,>10 to <=15 years,4.666666666667,"Less than $15,000",Don't Know/Refused/No Answer,Northeast,Part-time worker,Aide or assistant teacher,6,Don't know/Refused/No Answer,Don't know/Refused/No Answer,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,One or more items missing,Fair
Not enough information to calculate hourly wage,Graduate or professional degree,Female,Over 40 hours,>25 years,0.0,Don't Know/Refused/No Answer,1967,South,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,Yes,All items correct,Excellent
10.625,High school graduate,Female,40 hours,>15 to <=20 years,0.0,"$15,001 to $30,000",1984,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Fair
Not enough information to calculate hourly wage,High school graduate,Female,40 hours,>5 to <=10 years,3.0,"$15,001 to $30,000",Don't Know/Refused/No Answer,West,Full-time worker,Aide or assistant teacher,12,White Only,Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,No,No,Three items correct,Excellent
12.01923076924,"Bachelor's degree (BA, BS, AB)",Female,40 hours,>10 to <=15 years,2.0,"$15,001 to $30,000",1985,West,Full-time worker,"Teacher, instructor, or lead teacher",12,Black or African American Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Very good
Not enough information to calculate hourly wage,Some college credit but no degree,Female,40 hours,>10 to <=15 years,0.0,Don't Know/Refused/No Answer,1962,Northeast,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,Yes,Yes,No,Two items correct,Very good
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,Northeast,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from CB provider associated with a Public School District,High density of urban population,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data,WF spawned from center with only administrative data
16.0,Some college credit but no degree,Female,40 hours,>15 to <=20 years,8.0,"$60,001 or more",1970,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
9.0643274854,High school graduate,Female,36 to 39 hours,>5 to <=10 years,4.0,"$15,001 to $30,000",1992,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,Rural population,Yes,Yes,Yes,All items correct,Very good
11.0,High school graduate,Female,Over 40 hours,>10 to <=15 years,0.0,"$60,001 or more",1976,South,Full-time worker,"Teacher, instructor, or lead teacher",12,White Only,Not Hispanic or Latino,"U.S., including U.S. territories",WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,All items correct,Very good
10.7,"Bachelor's degree (BA, BS, AB)",Female,21 to 30 hours,>15 to <=20 years,2.0,"$60,001 or more",1976,South,Part-time worker,"Teacher, instructor, or lead teacher",11,Asian Only,Not Hispanic or Latino,Other,WF spawned from a CB provider not associated with a Public School District,High density of urban population,No,Yes,No,Three items correct,Excellent
